"am_gene_ID","am_gene_symbol","dr_gene_ID","dr_gene_symbol"
"ENSAMXG00000020354","cdk1","ENSDARG00000087554","cdk1"
"ENSAMXG00000020357","slc37a4a","ENSDARG00000038106","slc37a4a"
"ENSAMXG00000020362","ENSAMXG00000020362","ENSDARG00000011597","atxn2l"
"ENSAMXG00000020367","ctsd","ENSDARG00000057698","ctsd"
"ENSAMXG00000020368","ANK3","ENSDARG00000061736","ANK3"
"ENSAMXG00000020374","adprh","ENSDARG00000040712","adprh"
"ENSAMXG00000020375","ENSAMXG00000020375","ENSDARG00000103817","ENSDARG00000103817"
"ENSAMXG00000020379","trmt11","ENSDARG00000040033","trmt11"
"ENSAMXG00000020381","mafgb","ENSDARG00000100097","mafgb"
"ENSAMXG00000020383","RNF5","ENSDARG00000075606","RNF5"
"ENSAMXG00000020386","hint3","ENSDARG00000074286","hint3"
"ENSAMXG00000020388","rbms3","ENSDARG00000044574","rbms3"
"ENSAMXG00000020390","kdm1a","ENSDARG00000060679","kdm1a"
"ENSAMXG00000020392","LUZP1","ENSDARG00000075556","LUZP1"
"ENSAMXG00000020393","tgfbr2b","ENSDARG00000034541","tgfbr2b"
"ENSAMXG00000020402","OSBPL10","ENSDARG00000040027","OSBPL10"
"ENSAMXG00000020404","gpd1l","ENSDARG00000040024","gpd1l"
"ENSAMXG00000020405","zgc:77056","ENSDARG00000029615","zgc:77056"
"ENSAMXG00000020407","tmem42a","ENSDARG00000102717","tmem42a"
"ENSAMXG00000020408","zdhhc3a","ENSDARG00000010981","zdhhc3a"
"ENSAMXG00000020409","SLC7A9","ENSDARG00000005894","SLC7A9"
"ENSAMXG00000020424","smc1al","ENSDARG00000058203","smc1al"
"ENSAMXG00000020425","aspscr1","ENSDARG00000105321","aspscr1"
"ENSAMXG00000020437","ENSAMXG00000020437","ENSDARG00000109769","ENSDARG00000109769"
"ENSAMXG00000020438","fan1","ENSDARG00000062269","fan1"
"ENSAMXG00000020439","cbfb","ENSDARG00000040917","cbfb"
"ENSAMXG00000020442","GGT7","ENSDARG00000115805","GGT7"
"ENSAMXG00000020443","sema5a","ENSDARG00000058821","sema5a"
"ENSAMXG00000020444","tbx1","ENSDARG00000031891","tbx1"
"ENSAMXG00000020446","ndufb8","ENSDARG00000010113","ndufb8"
"ENSAMXG00000020447","gnao1a","ENSDARG00000016676","gnao1a"
"ENSAMXG00000020448","ENSAMXG00000020448","ENSDARG00000091135","ENSDARG00000091135"
"ENSAMXG00000020449","HECTD4","ENSDARG00000101079","HECTD4"
"ENSAMXG00000020451","TOP1","ENSDARG00000070545","top1a"
"ENSAMXG00000020452","PIK3C2A","ENSDARG00000060841","PIK3C2A"
"ENSAMXG00000020455","psat1","ENSDARG00000016733","psat1"
"ENSAMXG00000020459","ppp1r13bb","ENSDARG00000009142","ppp1r13bb"
"ENSAMXG00000020462","xpo7","ENSDARG00000005540","xpo7"
"ENSAMXG00000020463","trioa","ENSDARG00000019426","trioa"
"ENSAMXG00000020466","pbdc1","ENSDARG00000057299","pbdc1"
"ENSAMXG00000020468","plcg1","ENSDARG00000038442","plcg1"
"ENSAMXG00000020470","nfyc","ENSDARG00000070151","nfyc"
"ENSAMXG00000020471","ENSAMXG00000020471","ENSDARG00000093659","ENSDARG00000093659"
"ENSAMXG00000020473","dmtn","ENSDARG00000013110","dmtn"
"ENSAMXG00000020476","znf410","ENSDARG00000008218","znf410"
"ENSAMXG00000020477","ckma","ENSDARG00000035327","ckma"
"ENSAMXG00000020479","xrcc3","ENSDARG00000017928","xrcc3"
"ENSAMXG00000020481","CCDC88A","ENSDARG00000117329","ENSDARG00000117329"
"ENSAMXG00000020484","tmem170a","ENSDARG00000056628","tmem170a"
"ENSAMXG00000020489","brf1b","ENSDARG00000005002","brf1b"
"ENSAMXG00000020490","actr10","ENSDARG00000038432","actr10"
"ENSAMXG00000020492","sfrp1b","ENSDARG00000035521","sfrp1a"
"ENSAMXG00000020494","ctcf","ENSDARG00000056621","ctcf"
"ENSAMXG00000020504","anp32e","ENSDARG00000054804","anp32e"
"ENSAMXG00000020506","ripor1","ENSDARG00000062178","ripor1"
"ENSAMXG00000020512","zhx3b","ENSDARG00000019774","zhx3b"
"ENSAMXG00000020513","vps45","ENSDARG00000061180","vps45"
"ENSAMXG00000020515","prpf39","ENSDARG00000100209","prpf39"
"ENSAMXG00000020517","zgc:153441","ENSDARG00000054797","zgc:153441"
"ENSAMXG00000020519","loxl2a","ENSDARG00000044010","loxl2a"
"ENSAMXG00000020520","dhx35","ENSDARG00000063419","dhx35"
"ENSAMXG00000020522","pogza","ENSDARG00000054778","pogza"
"ENSAMXG00000020525","psmb4","ENSDARG00000054696","psmb4"
"ENSAMXG00000020526","tatdn1","ENSDARG00000036924","tatdn1"
"ENSAMXG00000020528","ENSAMXG00000020528","ENSDARG00000030512","tsnaxip1"
"ENSAMXG00000020529","TMC6","ENSDARG00000004875","ENSDARG00000004875"
"ENSAMXG00000020531","edc4","ENSDARG00000062266","edc4"
"ENSAMXG00000020532","ENSAMXG00000020532","ENSDARG00000054690","ENSDARG00000054690"
"ENSAMXG00000020533","rnf139","ENSDARG00000036929","rnf139"
"ENSAMXG00000020534","NRN1L","ENSDARG00000069368","nrn1la"
"ENSAMXG00000020536","tmem65","ENSDARG00000076393","tmem65"
"ENSAMXG00000020540","DDHD2","ENSDARG00000076765","DDHD2"
"ENSAMXG00000020542","fkbp9","ENSDARG00000005023","fkbp9"
"ENSAMXG00000020545","jag2b","ENSDARG00000021389","jag2b"
"ENSAMXG00000020548","crtap","ENSDARG00000018010","crtap"
"ENSAMXG00000020550","NSD3","ENSDARG00000062765","NSD3"
"ENSAMXG00000020552","ENSAMXG00000020552","ENSDARG00000088831","ENSDARG00000088831"
"ENSAMXG00000020553","ENSAMXG00000020553","ENSDARG00000088277","ENSDARG00000088277"
"ENSAMXG00000020554","mbtps1","ENSDARG00000014634","mbtps1"
"ENSAMXG00000020562","si:ch1073-44g3.1","ENSDARG00000060018","si:ch1073-44g3.1"
"ENSAMXG00000020563","pcna","ENSDARG00000054155","pcna"
"ENSAMXG00000020564","ENSAMXG00000020564","ENSDARG00000060016","ENSDARG00000060016"
"ENSAMXG00000020565","clasp2","ENSDARG00000020345","clasp2"
"ENSAMXG00000020566","nudt19","ENSDARG00000077537","nudt19"
"ENSAMXG00000020569","ENSAMXG00000020569","ENSDARG00000041232","rps29"
"ENSAMXG00000020571","rmnd5b","ENSDARG00000043359","rmnd5b"
"ENSAMXG00000020572","hsp90aa1.2","ENSDARG00000010478","hsp90aa1.1"
"ENSAMXG00000020575","ubp1","ENSDARG00000018000","ubp1"
"ENSAMXG00000020576","celf1","ENSDARG00000005315","celf1"
"ENSAMXG00000020580","pdcd6ip","ENSDARG00000025269","pdcd6ip"
"ENSAMXG00000020582","TMC8","ENSDARG00000101050","TMC8"
"ENSAMXG00000020584","ppp2r5cb","ENSDARG00000031200","ppp2r5cb"
"ENSAMXG00000020586","ANTXR1","ENSDARG00000074075","ANTXR1"
"ENSAMXG00000020587","ENSAMXG00000020587","ENSDARG00000061081","ENSDARG00000061081"
"ENSAMXG00000020589","cyhr1","ENSDARG00000061057","cyhr1"
"ENSAMXG00000020591","AAK1","ENSDARG00000077686","AAK1"
"ENSAMXG00000020595","zcchc17","ENSDARG00000018936","zcchc17"
"ENSAMXG00000020596","hydin","ENSDARG00000056764","hydin"
"ENSAMXG00000020597","anxa4","ENSDARG00000036456","anxa4"
"ENSAMXG00000020599","snrnp40","ENSDARG00000023160","snrnp40"
"ENSAMXG00000020603","prlhr2b","ENSDARG00000044900","prlhr2a"
"ENSAMXG00000020607","pum1","ENSDARG00000099256","pum1"
"ENSAMXG00000020608","anxa6","ENSDARG00000013335","anxa6"
"ENSAMXG00000020609","gpat4","ENSDARG00000019897","gpat4"
"ENSAMXG00000020610","SDC3","ENSDARG00000100562","ENSDARG00000100562"
"ENSAMXG00000020612","matn1","ENSDARG00000030215","matn1"
"ENSAMXG00000020613","MTRR","ENSDARG00000045398","MTRR"
"ENSAMXG00000020614","ENSAMXG00000020614","ENSDARG00000078258","ENSDARG00000078258"
"ENSAMXG00000020615","pnp6","ENSDARG00000040942","pnp6"
"ENSAMXG00000020616","sesn2","ENSDARG00000070012","sesn2"
"ENSAMXG00000020619","yrk","ENSDARG00000004378","yrk"
"ENSAMXG00000020621","calb2a","ENSDARG00000041062","calb2a"
"ENSAMXG00000020622","wasf2","ENSDARG00000024209","wasf2"
"ENSAMXG00000020623","tnip1","ENSDARG00000015653","tnip1"
"ENSAMXG00000020624","ENSAMXG00000020624","ENSDARG00000096327","CD164L2"
"ENSAMXG00000020625","cct5","ENSDARG00000045399","cct5"
"ENSAMXG00000020626","fam83hb","ENSDARG00000060830","fam83hb"
"ENSAMXG00000020627","KIAA0319L","ENSDARG00000035660","ENSDARG00000035660"
"ENSAMXG00000020631","cap1","ENSDARG00000016350","cap1"
"ENSAMXG00000020632","cmbl","ENSDARG00000073786","cmbl"
"ENSAMXG00000020634","dctn4","ENSDARG00000023988","dctn4"
"ENSAMXG00000020636","si:dkey-12e7.4","ENSDARG00000041073","si:dkey-12e7.4"
"ENSAMXG00000020637","orai1b","ENSDARG00000004154","orai1b"
"ENSAMXG00000020638","ENSAMXG00000020638","ENSDARG00000107077","ENSDARG00000107077"
"ENSAMXG00000020640","tmem120b","ENSDARG00000042929","tmem120b"
"ENSAMXG00000020643","ENSAMXG00000020643","ENSDARG00000086739","ENSDARG00000086739"
"ENSAMXG00000020644","chka","ENSDARG00000041078","chka"
"ENSAMXG00000020648","setd1ba","ENSDARG00000060847","setd1ba"
"ENSAMXG00000020650","tspan17","ENSDARG00000114067","tspan17"
"ENSAMXG00000020653","anpeplb","ENSDARG00000041083","anpeplb"
"ENSAMXG00000020655","arpin","ENSDARG00000041085","arpin"
"ENSAMXG00000020658","car15","ENSDARG00000060829","car15"
"ENSAMXG00000020659","ctnna1","ENSDARG00000102441","ctnna1"
"ENSAMXG00000020660","ENSAMXG00000020660","ENSDARG00000069321","ENSDARG00000069321"
"ENSAMXG00000020661","dgcr2","ENSDARG00000042962","dgcr2"
"ENSAMXG00000020662","eif2s3","ENSDARG00000008292","eif2s3"
"ENSAMXG00000020664","igf1ra","ENSDARG00000027423","igf1ra"
"ENSAMXG00000020666","rnf34b","ENSDARG00000054036","rnf34b"
"ENSAMXG00000020669","ENSAMXG00000020669","ENSDARG00000112575","ENSDARG00000112575"
"ENSAMXG00000020674","marchf5l","ENSDARG00000028559","marchf5l"
"ENSAMXG00000020682","lin54","ENSDARG00000063194","lin54"
"ENSAMXG00000020684","cops4","ENSDARG00000043732","cops4"
"ENSAMXG00000020685","ankib1a","ENSDARG00000060768","ankib1a"
"ENSAMXG00000020692","ENSAMXG00000020692","ENSDARG00000013174","ENSDARG00000013174"
"ENSAMXG00000020693","lrrc14b","ENSDARG00000060788","lrrc14b"
"ENSAMXG00000020695","mterf3","ENSDARG00000003207","mterf3"
"ENSAMXG00000020698","rad21b","ENSDARG00000035655","rad21b"
"ENSAMXG00000020699","ADAMTS6","ENSDARG00000041982","ADAMTS6"
"ENSAMXG00000020703","tk1","ENSDARG00000102245","tk1"
"ENSAMXG00000020705","ENSAMXG00000020705","ENSDARG00000099995","ENSDARG00000099995"
"ENSAMXG00000020710","ilf3b","ENSDARG00000105177","ilf3b"
"ENSAMXG00000020711","lmtk2","ENSDARG00000076324","lmtk2"
"ENSAMXG00000020716","pvalb1","ENSDARG00000037789","pvalb1"
"ENSAMXG00000020717","pvalb4","ENSDARG00000024433","pvalb4"
"ENSAMXG00000020719","pvalb8","ENSDARG00000037790","pvalb8"
"ENSAMXG00000020726","ENSAMXG00000020726","ENSDARG00000117097","crygm2c"
"ENSAMXG00000020737","tp53","ENSDARG00000035559","tp53"
"ENSAMXG00000020741","ENSAMXG00000020741","ENSDARG00000037079","cfap36"
"ENSAMXG00000020742","helz","ENSDARG00000030560","helz"
"ENSAMXG00000020744","c8g","ENSDARG00000032098","c8g"
"ENSAMXG00000020747","trappc13","ENSDARG00000033768","trappc13"
"ENSAMXG00000020754","CSMD3","ENSDARG00000077920","CSMD3"
"ENSAMXG00000020762","ENSAMXG00000020762","ENSDARG00000086158","ccbe1"
"ENSAMXG00000020763","pleca","ENSDARG00000062590","pleca"
"ENSAMXG00000020765","pde12","ENSDARG00000030964","pde12"
"ENSAMXG00000020772","fbxo18","ENSDARG00000062983","fbxo18"
"ENSAMXG00000020775","ADGRB1","ENSDARG00000078529","ADGRB1"
"ENSAMXG00000020776","CALD1","ENSDARG00000070314","cald1a"
"ENSAMXG00000020778","syne3","ENSDARG00000023237","syne3"
"ENSAMXG00000020781","tfe3b","ENSDARG00000098903","tfe3a"
"ENSAMXG00000020783","si:dkey-93h22.8","ENSDARG00000098666","si:dkey-93h22.8"
"ENSAMXG00000020784","cyp1a","ENSDARG00000098315","cyp1a"
"ENSAMXG00000020787","TRAPPC9","ENSDARG00000099118","TRAPPC9"
"ENSAMXG00000020790","ARHGAP44","ENSDARG00000102424","ARHGAP44"
"ENSAMXG00000020794","gabrr2a","ENSDARG00000052982","gabrr2a"
"ENSAMXG00000020798","anpepb.1","ENSDARG00000103878","anpepb.1"
"ENSAMXG00000020799","ENSAMXG00000020799","ENSDARG00000099137","ENSDARG00000099137"
"ENSAMXG00000020800","hnrnpr","ENSDARG00000014569","hnrnpr"
"ENSAMXG00000020803","msrb2","ENSDARG00000018459","msrb2"
"ENSAMXG00000020809","smg7","ENSDARG00000060767","smg7"
"ENSAMXG00000020811","SV2B","ENSDARG00000060711","SV2B"
"ENSAMXG00000020813","ide","ENSDARG00000075570","ide"
"ENSAMXG00000020815","erbin","ENSDARG00000044281","erbin"
"ENSAMXG00000020816","ENSAMXG00000020816","ENSDARG00000101465","ENSDARG00000101465"
"ENSAMXG00000020818","nmnat2","ENSDARG00000004580","nmnat2"
"ENSAMXG00000020820","ARMC3","ENSDARG00000074708","ARMC3"
"ENSAMXG00000020824","SIDT2","ENSDARG00000045976","SIDT2"
"ENSAMXG00000020827","dennd10","ENSDARG00000062965","dennd10"
"ENSAMXG00000020829","dock4b","ENSDARG00000024874","dock4b"
"ENSAMXG00000020834","TMEM67","ENSDARG00000076752","TMEM67"
"ENSAMXG00000020835","LAMC2","ENSDARG00000068288","ENSDARG00000068288"
"ENSAMXG00000020841","ENSAMXG00000020841","ENSDARG00000111945","ENSDARG00000111945"
"ENSAMXG00000020845","ENSAMXG00000020845","ENSDARG00000044282","smc5"
"ENSAMXG00000020847","ENSAMXG00000020847","ENSDARG00000091631","ENSDARG00000091631"
"ENSAMXG00000020849","stpg1","ENSDARG00000103765","stpg1"
"ENSAMXG00000020852","ENSAMXG00000020852","ENSDARG00000092774","ENSDARG00000092774"
"ENSAMXG00000020853","rbm12ba","ENSDARG00000055889","rbm12ba"
"ENSAMXG00000020856","luc7l3","ENSDARG00000014366","luc7l3"
"ENSAMXG00000020857","prdx3","ENSDARG00000032102","prdx3"
"ENSAMXG00000020858","lamc1","ENSDARG00000036279","lamc1"
"ENSAMXG00000020859","map7d1b","ENSDARG00000104701","map7d1b"
"ENSAMXG00000020863","ENSAMXG00000020863","ENSDARG00000075905","ENSDARG00000075905"
"ENSAMXG00000020864","tex10","ENSDARG00000055885","tex10"
"ENSAMXG00000020865","pfklb","ENSDARG00000099755","pfklb"
"ENSAMXG00000020866","col10a1a","ENSDARG00000054753","col10a1a"
"ENSAMXG00000020869","fyna","ENSDARG00000011370","fyna"
"ENSAMXG00000020870","cabp5a","ENSDARG00000002576","cabp5a"
"ENSAMXG00000020871","radil2a","ENSDARG00000059567","radil2a"
"ENSAMXG00000020874","tm9sf3","ENSDARG00000028748","tm9sf3"
"ENSAMXG00000020876","nif3l1","ENSDARG00000045249","nif3l1"
"ENSAMXG00000020877","thrap3b","ENSDARG00000098228","thrap3b"
"ENSAMXG00000020879","ENSAMXG00000020879","ENSDARG00000074328","ENSDARG00000074328"
"ENSAMXG00000020880","gnl3","ENSDARG00000006219","gnl3"
"ENSAMXG00000020882","eif4a3","ENSDARG00000102978","eif4a3"
"ENSAMXG00000020888","invs","ENSDARG00000002213","invs"
"ENSAMXG00000020891","tjp2a","ENSDARG00000063309","tjp2a"
"ENSAMXG00000020892","rbm46","ENSDARG00000079452","rbm46"
"ENSAMXG00000020893","gcat","ENSDARG00000005643","gcat"
"ENSAMXG00000020898","fam184aa","ENSDARG00000002635","fam184aa"
"ENSAMXG00000020899","erp44","ENSDARG00000019008","erp44"
"ENSAMXG00000020901","dhx9","ENSDARG00000079725","dhx9"
"ENSAMXG00000020903","ENSAMXG00000020903","ENSDARG00000091531","ENSDARG00000091531"
"ENSAMXG00000020905","SAMD4B","ENSDARG00000086735","SAMD4B"
"ENSAMXG00000020911","pum3","ENSDARG00000087779","pum3"
"ENSAMXG00000020912","ENSAMXG00000020912","ENSDARG00000053792","si:rp71-1g18.1"
"ENSAMXG00000020913","GMFG","ENSDARG00000028327","gmfb"
"ENSAMXG00000020916","dcdc2b","ENSDARG00000053744","dcdc2b"
"ENSAMXG00000020917","foxred2","ENSDARG00000061354","foxred2"
"ENSAMXG00000020918","KCNV2","ENSDARG00000076644","KCNV2"
"ENSAMXG00000020919","zgc:92040","ENSDARG00000021154","zgc:92040"
"ENSAMXG00000020921","opn6a","ENSDARG00000102430","opn6a"
"ENSAMXG00000020925","paf1","ENSDARG00000098432","paf1"
"ENSAMXG00000020926","ifrd1","ENSDARG00000068708","ifrd1"
"ENSAMXG00000020927","ankrd54","ENSDARG00000055743","ankrd54"
"ENSAMXG00000020929","pepd","ENSDARG00000102249","pepd"
"ENSAMXG00000020930","styx","ENSDARG00000057699","styx"
"ENSAMXG00000020931","pip4k2aa","ENSDARG00000003776","pip4k2aa"
"ENSAMXG00000020937","ENSAMXG00000020937","ENSDARG00000087197","ENSDARG00000087197"
"ENSAMXG00000020940","RASGRP2","ENSDARG00000062328","RASGRP2"
"ENSAMXG00000020943","trps1","ENSDARG00000104082","trps1"
"ENSAMXG00000020944","vldlr","ENSDARG00000006257","vldlr"
"ENSAMXG00000020949","eif3c","ENSDARG00000016443","eif3c"
"ENSAMXG00000020951","opn3","ENSDARG00000052775","opn3"
"ENSAMXG00000020954","tmem39b","ENSDARG00000018956","tmem39b"
"ENSAMXG00000020955","ENSAMXG00000020955","ENSDARG00000043483","otx5"
"ENSAMXG00000020956","ENSAMXG00000020956","ENSDARG00000075116","ENSDARG00000075116"
"ENSAMXG00000020959","foxp2","ENSDARG00000005453","foxp2"
"ENSAMXG00000020961","TMEM245","ENSDARG00000070455","TMEM245"
"ENSAMXG00000020964","SDK2","ENSDARG00000102161","SDK2"
"ENSAMXG00000020965","kmo","ENSDARG00000009160","kmo"
"ENSAMXG00000020968","ppp4cb","ENSDARG00000076439","ppp4cb"
"ENSAMXG00000020970","mmp14b","ENSDARG00000008388","mmp14b"
"ENSAMXG00000020975","ENSAMXG00000020975","ENSDARG00000021982","ENSDARG00000021982"
"ENSAMXG00000020976","ENSAMXG00000020976","ENSDARG00000111043","ENSDARG00000111043"
"ENSAMXG00000020977","ENSAMXG00000020977","ENSDARG00000114026","ENSDARG00000114026"
"ENSAMXG00000020980","ENSAMXG00000020980","ENSDARG00000099078","ENSDARG00000099078"
"ENSAMXG00000020982","ENSAMXG00000020982","ENSDARG00000016704","pbld"
"ENSAMXG00000020985","GALNT1","ENSDARG00000061335","GALNT1"
"ENSAMXG00000020989","utp23","ENSDARG00000105012","utp23"
"ENSAMXG00000020990","spinb","ENSDARG00000035697","spinb"
"ENSAMXG00000020993","ndufaf1","ENSDARG00000025549","ndufaf1"
"ENSAMXG00000020994","spp1","ENSDARG00000044276","spp1"
"ENSAMXG00000020995","ENSAMXG00000020995","ENSDARG00000087857","ENSDARG00000087857"
"ENSAMXG00000020999","ENSAMXG00000020999","ENSDARG00000054290","ENSDARG00000054290"
"ENSAMXG00000021002","krit1","ENSDARG00000098916","krit1"
"ENSAMXG00000021003","CSGALNACT1","ENSDARG00000089233","ENSDARG00000089233"
"ENSAMXG00000021005","GARRE1","ENSDARG00000105288","GARRE1"
"ENSAMXG00000021006","rtf1","ENSDARG00000008947","rtf1"
"ENSAMXG00000021009","DMWD","ENSDARG00000006585","DMWD"
"ENSAMXG00000021012","ino80c","ENSDARG00000055719","ino80c"
"ENSAMXG00000021015","gpib","ENSDARG00000103826","gpib"
"ENSAMXG00000021016","shrprbck1r","ENSDARG00000059871","shrprbck1r"
"ENSAMXG00000021020","aldoaa","ENSDARG00000034470","aldoab"
"ENSAMXG00000021025","nup153","ENSDARG00000099972","nup153"
"ENSAMXG00000021027","MYRFL","ENSDARG00000101645","ENSDARG00000101645"
"ENSAMXG00000021028","DNA2","ENSDARG00000078759","ENSDARG00000078759"
"ENSAMXG00000021039","UTP20","ENSDARG00000099280","UTP20"
"ENSAMXG00000021044","ENSAMXG00000021044","ENSDARG00000002956","ENSDARG00000002956"
"ENSAMXG00000021045","rab3ip","ENSDARG00000101908","rab3ip"
"ENSAMXG00000021047","trip11","ENSDARG00000078381","trip11"
"ENSAMXG00000021056","arl1","ENSDARG00000101680","arl1"
"ENSAMXG00000021061","SHKBP1","ENSDARG00000105050","SHKBP1"
"ENSAMXG00000021063","zp3f.1","ENSDARG00000038720","zp3f.1"
"ENSAMXG00000021065","col1a2","ENSDARG00000020007","col1a2"
"ENSAMXG00000021066","ENSAMXG00000021066","ENSDARG00000063444","ENSDARG00000063444"
"ENSAMXG00000021068","cdc14b","ENSDARG00000021483","cdc14b"
"ENSAMXG00000021071","cap2","ENSDARG00000104478","cap2"
"ENSAMXG00000021074","fbln5","ENSDARG00000039273","fbln5"
"ENSAMXG00000021077","rfx1a","ENSDARG00000005883","rfx1a"
"ENSAMXG00000021080","zp3f.2","ENSDARG00000054313","zp3f.2"
"ENSAMXG00000021084","mtg1","ENSDARG00000069386","mtg1"
"ENSAMXG00000021094","ENSAMXG00000021094","ENSDARG00000056080","ENSDARG00000056080"
"ENSAMXG00000021096","SLC35D2","ENSDARG00000089837","SLC35D2"
"ENSAMXG00000021100","TC2N","ENSDARG00000095067","TC2N"
"ENSAMXG00000021102","CCNO","ENSDARG00000099542","ENSDARG00000099542"
"ENSAMXG00000021108","ap1g2","ENSDARG00000054337","ap1g2"
"ENSAMXG00000021110","ENSAMXG00000021110","ENSDARG00000030967","ENSDARG00000030967"
"ENSAMXG00000021115","selenom","ENSDARG00000051957","selenom"
"ENSAMXG00000021117","plek2","ENSDARG00000012789","plek2"
"ENSAMXG00000021119","pygo1","ENSDARG00000098687","pygo1"
"ENSAMXG00000021120","lyrm5a","ENSDARG00000099560","lyrm5a"
"ENSAMXG00000021121","ubox5","ENSDARG00000058563","ubox5"
"ENSAMXG00000021128","tmem209","ENSDARG00000039340","tmem209"
"ENSAMXG00000021132","LZTS3","ENSDARG00000058558","LZTS3"
"ENSAMXG00000021135","zswim8","ENSDARG00000069397","zswim8"
"ENSAMXG00000021142","zfyve26","ENSDARG00000040131","zfyve26"
"ENSAMXG00000021143","slc7a8a","ENSDARG00000075831","slc7a8a"
"ENSAMXG00000021148","ENSAMXG00000021148","ENSDARG00000045947","ENSDARG00000045947"
"ENSAMXG00000021151","SLC30A8","ENSDARG00000100917","SLC30A8"
"ENSAMXG00000021155","rdh12","ENSDARG00000018069","rdh12"
"ENSAMXG00000021156","ENSAMXG00000021156","ENSDARG00000102110","ENSDARG00000102110"
"ENSAMXG00000021157","usp39","ENSDARG00000041908","usp39"
"ENSAMXG00000021159","MPDZ","ENSDARG00000099109","ENSDARG00000099109"
"ENSAMXG00000021162","fabp1b.1","ENSDARG00000059227","fabp1b.1"
"ENSAMXG00000021163","pigb","ENSDARG00000105011","pigb"
"ENSAMXG00000021165","prmt5","ENSDARG00000079605","prmt5"
"ENSAMXG00000021167","spaw","ENSDARG00000014309","spaw"
"ENSAMXG00000021170","rab27a","ENSDARG00000103935","rab27a"
"ENSAMXG00000021176","ext1b","ENSDARG00000101019","ext1b"
"ENSAMXG00000021178","NDST2","ENSDARG00000086269","NDST2"
"ENSAMXG00000021188","ENSAMXG00000021188","ENSDARG00000076843","ENSDARG00000076843"
"ENSAMXG00000021190","MLLT10","ENSDARG00000045401","ENSDARG00000045401"
"ENSAMXG00000021193","gnsa","ENSDARG00000023766","gnsa"
"ENSAMXG00000021198","ebf2","ENSDARG00000069196","EBF1"
"ENSAMXG00000021199","si:dkey-18j18.3","ENSDARG00000078140","si:dkey-18j18.3"
"ENSAMXG00000021201","CAMK2G","ENSDARG00000056206","ENSDARG00000056206"
"ENSAMXG00000021203","med30","ENSDARG00000101115","med30"
"ENSAMXG00000021204","ENSAMXG00000021204","ENSDARG00000058284","ENSDARG00000058284"
"ENSAMXG00000021207","rock2a","ENSDARG00000017500","rock2a"
"ENSAMXG00000021211","SAMD12","ENSDARG00000115661","SAMD12"
"ENSAMXG00000021213","onecut1","ENSDARG00000007982","onecut1"
"ENSAMXG00000021220","sobpa","ENSDARG00000054253","sobpa"
"ENSAMXG00000021221","usp54a","ENSDARG00000077948","usp54a"
"ENSAMXG00000021222","ENSAMXG00000021222","ENSDARG00000005479","tenm3"
"ENSAMXG00000021223","pdss2","ENSDARG00000012563","pdss2"
"ENSAMXG00000021225","bend3","ENSDARG00000076903","bend3"
"ENSAMXG00000021232","irf3","ENSDARG00000076251","irf3"
"ENSAMXG00000021233","matn3b","ENSDARG00000069265","matn3b"
"ENSAMXG00000021236","wdr35","ENSDARG00000069269","wdr35"
"ENSAMXG00000021239","osr1","ENSDARG00000014091","osr1"
"ENSAMXG00000021243","utp25","ENSDARG00000017696","utp25"
"ENSAMXG00000021250","SYT14","ENSDARG00000010934","SYT14"
"ENSAMXG00000021253","ENSAMXG00000021253","ENSDARG00000077124","ENSDARG00000077124"
"ENSAMXG00000021254","GRIN3A","ENSDARG00000075802","ENSDARG00000075802"
"ENSAMXG00000021258","mmrn2a","ENSDARG00000076135","mmrn2a"
"ENSAMXG00000021260","f2","ENSDARG00000036041","f2"
